Order Number,CITY,Billing Address Province,Customer Id,Invoice Date,Product Type,Quantity,Subtotal Price,Total Price Usd,Total Tax
16,EL PASO,Texas,2085,2025-03-18 01:07:00,Climbing Shoes,1,527.13,579.843,52.713
1934,NORTH LITTLE ROCK,Arkansas,4611,2025-03-19 21:15:00,Climbing Shoes,1,587.93,646.723,58.793
5516,BIRMINGHAM,Alabama,1845,2025-03-23 11:44:00,Climbing Shoes,1,485.53,534.083,48.553
2795,GARDEN GROVE,California,5076,2025-03-20 17:57:00,Climbing Shoes,1,595.93,655.523,59.593
2702,SAN JOSE,California,2234,2025-03-20 16:52:00,Climbing Shoes,1,497.13,546.843,49.713
7334,OGDEN,Utah,3639,2025-03-24 21:29:00,Climbing Shoes,1,509.53,560.483,50.953
7245,NEW YORK CITY,New York,2775,2025-03-24 19:50:00,Climbing Shoes,1,497.13,546.843,49.713
4498,RALEIGH,North Carolina,4561,2025-03-22 11:30:00,Climbing Shoes,1,537.13,590.843,53.713
6675,SALT LAKE CITY,Utah,2792,2025-03-24 12:01:00,Climbing Shoes,1,635.13,698.643,63.513
4826,AIKEN,South Carolina,3840,2025-03-22 15:53:00,Climbing Shoes,1,811.13,892.243,81.113
2373,SALT LAKE CITY,Utah,1282,2025-03-20 12:29:00,Climbing Shoes,1,733.13,806.443,73.313
6859,HUNTSVILLE,Alabama,4395,2025-03-24 14:06:00,Climbing Shoes,1,555.13,610.643,55.513
419,SAN FRANCISCO,California,4355,2025-03-18 13:34:00,Climbing Shoes,1,821.13,903.243,82.113
7411,LONDON,Kentucky,3917,2025-03-24 23:22:00,Climbing Shoes,1,727.13,799.843,72.713
5530,FRESNO,California,1869,2025-03-23 12:02:00,Climbing Shoes,1,497.13,546.843,49.713
1,INGLEWOOD,California,5986,2025-03-18 00:04:00,Climbing Shoes,1,579.93,637.923,57.993
1511,SALINAS,California,2709,2025-03-19 15:18:00,Climbing Shoes,1,527.13,579.843,52.713
5302,NEW YORK CITY,New York,4824,2025-03-23 01:08:00,Climbing Shoes,1,555.13,610.643,55.513
12,CHARLOTTE,North Carolina,6183,2025-03-18 00:48:00,Climbing Shoes,1,578.33,636.163,57.833
6581,LINCOLN,Nebraska,2061,2025-03-24 11:08:00,Climbing Shoes,1,674.33,741.763,67.433
4649,ANN ARBOR,Michigan,1004,2025-03-22 13:22:00,Climbing Shoes,1,527.13,579.843,52.713
4137,KANSAS CITY,Missouri,6159,2025-03-22 00:07:00,Climbing Shoes,1,575.13,632.643,57.513
233,CHATTANOOGA,Tennessee,6344,2025-03-18 11:12:00,Climbing Shoes,1,585.13,643.643,58.513
1504,FORT WAYNE,Indiana,5575,2025-03-19 15:11:00,Climbing Shoes,1,497.13,546.843,49.713
321,BROOKLYN,New York,1871,2025-03-18 12:20:00,Climbing Shoes,1,625.13,687.643,62.513
282,PHOENIX,Arizona,3441,2025-03-18 11:48:00,Climbing Shoes,1,585.13,643.643,58.513
1775,HOUSTON,Texas,5149,2025-03-19 18:41:00,Climbing Shoes,1,497.13,546.843,49.713
5212,ALEXANDRIA,Virginia,552,2025-03-22 22:00:00,Climbing Shoes,1,493.53,542.883,49.353
4606,ALBUQUERQUE,New Mexico,2070,2025-03-22 12:48:00,Climbing Shoes,1,497.13,546.843,49.713
4986,TYLER,Texas,220,2025-03-22 18:19:00,Climbing Shoes,1,555.13,610.643,55.513
4773,BURBANK,California,3799,2025-03-22 15:08:00,Climbing Shoes,1,635.13,698.643,63.513
4779,FORT WAYNE,Indiana,6089,2025-03-22 15:13:00,Climbing Shoes,1,497.13,546.843,49.713
1976,BURBANK,California,4272,2025-03-19 22:10:00,Climbing Shoes,1,537.13,590.843,53.713
5115,ROCHESTER,New York,4360,2025-03-22 20:15:00,Climbing Shoes,1,787.13,865.843,78.713
2653,BOSTON,Massachusetts,3704,2025-03-20 16:05:00,Climbing Shoes,1,555.13,610.643,55.513
1060,METAIRIE,Louisiana,5879,2025-03-19 09:37:00,Climbing Shoes,1,497.13,546.843,49.713
3842,MERIDIAN,Mississippi,5286,2025-03-21 18:21:00,Climbing Shoes,1,537.13,590.843,53.713
258,NEW YORK CITY,New York,3909,2025-03-18 11:24:00,Climbing Shoes,1,585.13,643.643,58.513
2645,SAN ANTONIO,Texas,691,2025-03-20 15:56:00,Climbing Shoes,1,493.53,542.883,49.353
3768,MIDLAND,Michigan,420,2025-03-21 16:53:00,Climbing Shoes,1,531.93,585.123,53.193
3800,FORT WAYNE,Indiana,36,2025-03-21 17:24:00,Climbing Shoes,1,537.13,590.843,53.713
3176,HYATTSVILLE,Maryland,430,2025-03-21 00:16:00,Climbing Shoes,1,537.13,590.843,53.713
1687,SAINT LOUIS,Missouri,2689,2025-03-19 17:31:00,Climbing Shoes,1,509.53,560.483,50.953
6173,CARSON CITY,Nevada,2400,2025-03-23 22:26:00,Climbing Shoes,1,497.13,546.843,49.713
2179,OAKLAND,California,4998,2025-03-20 09:57:00,Climbing Shoes,1,497.13,546.843,49.713
3149,CHICAGO,Illinois,1302,2025-03-20 23:11:00,Climbing Shoes,1,563.93,620.323,56.393
3616,ORLANDO,Florida,2504,2025-03-21 14:33:00,Climbing Shoes,1,987.13,1085.843,98.713
6286,PITTSBURGH,Pennsylvania,2547,2025-03-24 07:21:00,Climbing Shoes,1,497.13,546.843,49.713
2001,POCATELLO,Idaho,1374,2025-03-19 22:47:00,Climbing Shoes,1,493.53,542.883,49.353
4195,ORLANDO,Florida,3199,2025-03-22 08:00:00,Climbing Shoes,1,493.53,542.883,49.353
5901,TUCSON,Arizona,3866,2025-03-23 17:49:00,Climbing Shoes,1,599.63,659.593,59.963
4345,LAS VEGAS,Nevada,1642,2025-03-22 09:54:00,Climbing Shoes,1,625.13,687.643,62.513
6830,MOBILE,Alabama,3387,2025-03-24 13:53:00,Running Shoes,1,537.13,590.843,53.713
2788,SPRINGFIELD,Illinois,4680,2025-03-20 17:53:00,Running Shoes,1,527.13,579.843,52.713
2843,SIOUX FALLS,South Dakota,765,2025-03-20 18:35:00,Running Shoes,1,497.13,546.843,49.713
5237,RESTON,Virginia,1197,2025-03-22 22:36:00,Running Shoes,1,497.13,546.843,49.713
1593,CHULA VISTA,California,3642,2025-03-19 16:23:00,Running Shoes,1,497.13,546.843,49.713
3470,PENSACOLA,Florida,2473,2025-03-21 12:26:00,Running Shoes,1,527.13,579.843,52.713
1144,STAMFORD,Connecticut,5561,2025-03-19 10:49:00,Running Shoes,1,701.13,771.243,70.113
3294,WASHINGTON,District of Columbia,5493,2025-03-21 09:51:00,Running Shoes,1,537.13,590.843,53.713
6152,WASHINGTON,District of Columbia,4776,2025-03-23 22:00:00,Running Shoes,1,625.13,687.643,62.513
5745,AUSTIN,Texas,622,2025-03-23 15:19:00,Running Shoes,1,595.13,654.643,59.513
636,SANTA FE,New Mexico,3002,2025-03-18 16:38:00,Running Shoes,1,733.13,806.443,73.313
6912,DALLAS,Texas,402,2025-03-24 14:47:00,Running Shoes,1,501.53,551.683,50.153
25,MACON,Georgia,4633,2025-03-18 01:40:00,Running Shoes,1,497.13,546.843,49.713
6014,IRVING,Texas,61,2025-03-23 20:01:00,Running Shoes,1,509.53,560.483,50.953
2134,MILWAUKEE,Wisconsin,5277,2025-03-20 09:21:00,Running Shoes,1,517.53,569.283,51.753
4418,KISSIMMEE,Florida,1313,2025-03-22 10:39:00,Running Shoes,1,507.13,557.843,50.713
2853,NEW YORK CITY,New York,87,2025-03-20 18:41:00,Running Shoes,1,497.13,546.843,49.713
4956,WASHINGTON,District of Columbia,2361,2025-03-22 17:48:00,Running Shoes,1,473.93,521.323,47.393
1721,WASHINGTON,District of Columbia,3681,2025-03-19 17:55:00,Running Shoes,1,563.93,620.323,56.393
2277,OAKLAND,California,6378,2025-03-20 11:24:00,Running Shoes,1,537.13,590.843,53.713
2195,JACKSONVILLE,Florida,385,2025-03-20 10:08:00,Running Shoes,1,527.13,579.843,52.713
2941,AUSTIN,Texas,3438,2025-03-20 19:46:00,Running Shoes,1,509.53,560.483,50.953
5880,ATLANTA,Georgia,6276,2025-03-23 17:30:00,Running Shoes,1,485.53,534.083,48.553
7287,DAYTON,Ohio,2474,2025-03-24 20:28:00,Running Shoes,1,537.13,590.843,53.713
4851,LINCOLN,Nebraska,1307,2025-03-22 16:15:00,Running Shoes,1,537.13,590.843,53.713
2181,MIAMI,Florida,3126,2025-03-20 09:59:00,Running Shoes,1,537.13,590.843,53.713
7206,ERIE,Pennsylvania,4085,2025-03-24 19:19:00,Running Shoes,1,563.93,620.323,56.393
7053,WILMINGTON,Delaware,3275,2025-03-24 16:46:00,Running Shoes,1,537.13,590.843,53.713
4304,CONROE,Texas,3570,2025-03-22 09:30:00,Running Shoes,1,587.93,646.723,58.793
2273,WASHINGTON,District of Columbia,5299,2025-03-20 11:22:00,Running Shoes,1,537.13,590.843,53.713
4308,CHARLESTON,South Carolina,2962,2025-03-22 09:32:00,Running Shoes,1,527.13,579.843,52.713
1965,JACKSONVILLE,Florida,4879,2025-03-19 21:56:00,Running Shoes,1,537.13,590.843,53.713
1327,SARASOTA,Florida,1896,2025-03-19 12:56:00,Running Shoes,1,517.13,568.843,51.713
3048,BATON ROUGE,Louisiana,133,2025-03-20 21:22:00,Running Shoes,1,527.13,579.843,52.713
4596,SAN JOSE,California,481,2025-03-22 12:42:00,Running Shoes,1,635.13,698.643,63.513
6952,DETROIT,Michigan,2051,2025-03-24 15:23:00,Running Shoes,1,517.53,569.283,51.753
1389,FORT LAUDERDALE,Florida,1790,2025-03-19 13:39:00,Running Shoes,1,537.13,590.843,53.713
6896,KANSAS CITY,Missouri,3640,2025-03-24 14:29:00,Running Shoes,1,517.53,569.283,51.753
718,FORT LAUDERDALE,Florida,5203,2025-03-18 18:19:00,Running Shoes,1,537.13,590.843,53.713
2473,GRAND RAPIDS,Michigan,5205,2025-03-20 13:55:00,Running Shoes,1,537.13,590.843,53.713
7010,WASHINGTON,District of Columbia,3892,2025-03-24 16:16:00,Running Shoes,1,537.13,590.843,53.713
5681,TUCSON,Arizona,537,2025-03-23 14:12:00,Running Shoes,1,537.13,590.843,53.713
4066,SAN DIEGO,California,920,2025-03-21 22:19:00,Running Shoes,1,517.53,569.283,51.753
5337,MILWAUKEE,Wisconsin,1734,2025-03-23 07:31:00,Running Shoes,1,537.13,590.843,53.713
3199,RICHMOND,Virginia,750,2025-03-21 02:09:00,Running Shoes,1,567.13,623.843,56.713
1544,KANSAS CITY,Kansas,4788,2025-03-19 15:53:00,Walking Shoes,1,555.13,610.643,55.513
1140,HUNTSVILLE,Alabama,5604,2025-03-19 10:45:00,Walking Shoes,1,547.93,602.723,54.793
4215,ENGLEWOOD,Colorado,2996,2025-03-22 08:21:00,Walking Shoes,1,517.13,568.843,51.713
5198,BIRMINGHAM,Alabama,4213,2025-03-22 21:40:00,Walking Shoes,1,595.13,654.643,59.513
6725,CONROE,Texas,5836,2025-03-24 12:36:00,Walking Shoes,1,547.93,602.723,54.793
4388,LITTLE ROCK,Arkansas,2200,2025-03-22 10:19:00,Walking Shoes,1,517.13,568.843,51.713
6692,WICHITA,Kansas,4739,2025-03-24 12:14:00,Walking Shoes,1,517.13,568.843,51.713
1641,SAINT PAUL,Minnesota,1234,2025-03-19 16:49:00,Walking Shoes,1,497.93,547.723,49.793
4260,JOHNSTOWN,Pennsylvania,6434,2025-03-22 08:54:00,Water Shoes,1,497.13,546.843,49.713
5324,CHAMPAIGN,Illinois,5311,2025-03-23 06:33:00,Sandals,2,555.13,610.643,55.513
2757,KANSAS CITY,Missouri,5350,2025-03-20 17:31:00,Boots,1,517.53,569.283,51.753
7290,ARLINGTON,Texas,2268,2025-03-24 20:30:00,Running Shoes,1,485.53,534.083,48.553
7278,CHICAGO,Illinois,4817,2025-03-24 20:21:00,Running Shoes,1,635.13,698.643,63.513
5203,BRONX,New York,5889,2025-03-22 21:45:00,Running Shoes,1,635.13,698.643,63.513
6206,SEATTLE,Washington,4698,2025-03-23 23:22:00,Running Shoes,1,497.13,546.843,49.713
6265,NORTH LAS VEGAS,Nevada,5816,2025-03-24 05:51:00,Running Shoes,2,635.13,698.643,63.513
852,PHOENIX,Arizona,2498,2025-03-18 21:19:00,Running Shoes,1,537.13,590.843,53.713
5312,SEATTLE,Washington,4256,2025-03-23 02:07:00,Running Shoes,1,595.93,655.523,59.593
4207,NEWTON,Massachusetts,3321,2025-03-22 08:15:00,Running Shoes,1,691.13,760.243,69.113
1365,MIAMI,Florida,5730,2025-03-19 13:24:00,Running Shoes,1,653.13,718.443,65.313
2907,DAVENPORT,Iowa,5145,2025-03-20 19:20:00,Running Shoes,1,517.13,568.843,51.713
798,FORT LAUDERDALE,Florida,5238,2025-03-18 20:18:00,Running Shoes,1,591.93,651.123,59.193
7276,ORANGE,California,176,2025-03-24 20:21:00,Running Shoes,1,531.93,585.123,53.193
508,HOUSTON,Texas,2369,2025-03-18 14:44:00,Running Shoes,1,615.13,676.643,61.513
7005,WASHINGTON,District of Columbia,4151,2025-03-24 16:10:00,Running Shoes,1,563.93,620.323,56.393
1695,CINCINNATI,Ohio,4283,2025-03-19 17:37:00,Running Shoes,1,605.13,665.643,60.513
3197,SAGINAW,Michigan,3089,2025-03-21 02:04:00,Running Shoes,1,673.13,740.443,67.313
5839,COLUMBUS,Ohio,6104,2025-03-23 16:49:00,Running Shoes,1,635.13,698.643,63.513
4001,IRVING,Texas,68,2025-03-21 20:48:00,Running Shoes,1,517.53,569.283,51.753
529,TYLER,Texas,5545,2025-03-18 15:07:00,Walking Shoes,1,537.13,590.843,53.713
4728,MACON,Georgia,2321,2025-03-22 14:23:00,Running Shoes,1,977.13,1074.843,97.713
4717,GARY,Indiana,4305,2025-03-22 14:17:00,Running Shoes,1,579.93,637.923,57.993
813,OAKLAND,California,3578,2025-03-18 20:35:00,Sandals,1,661.13,727.243,66.113
3419,PHOENIX,Arizona,1549,2025-03-21 11:37:00,Running Shoes,1,625.13,687.643,62.513
4123,DES MOINES,Iowa,4654,2025-03-21 23:31:00,Running Shoes,1,642.33,706.563,64.233
907,DES MOINES,Iowa,3400,2025-03-18 22:49:00,Running Shoes,1,517.13,568.843,51.713
3322,DANBURY,Connecticut,5737,2025-03-21 10:17:00,Running Shoes,1,736.73,810.403,73.673
1711,HARRISBURG,Pennsylvania,2002,2025-03-19 17:49:00,Running Shoes,1,571.93,629.123,57.193
3205,DENTON,Texas,5638,2025-03-21 03:10:00,Running Shoes,1,626.33,688.963,62.633
3255,ROCHESTER,New York,79,2025-03-21 08:55:00,Running Shoes,1,563.93,620.323,56.393
7374,SCRANTON,Pennsylvania,4132,2025-03-24 22:25:00,Running Shoes,1,579.93,637.923,57.993
6123,HUNTINGTON,West Virginia,5840,2025-03-23 21:38:00,Running Shoes,1,509.53,560.483,50.953
5445,ROUND ROCK,Texas,4005,2025-03-23 10:10:00,Running Shoes,1,517.13,568.843,51.713
3142,ALEXANDRIA,Virginia,5314,2025-03-20 23:03:00,Running Shoes,1,517.13,568.843,51.713
3492,MIAMI,Florida,669,2025-03-21 12:41:00,Running Shoes,1,595.13,654.643,59.513
2578,GREENSBORO,North Carolina,6275,2025-03-20 15:11:00,Running Shoes,1,517.53,569.283,51.753
313,CORPUS CHRISTI,Texas,345,2025-03-18 12:14:00,Running Shoes,1,595.93,655.523,59.593
4042,SPARTANBURG,South Carolina,5134,2025-03-21 21:43:00,Running Shoes,1,537.13,590.843,53.713
1431,GREELEY,Colorado,2323,2025-03-19 14:08:00,Running Shoes,1,497.13,546.843,49.713
3885,HUNTSVILLE,Alabama,6124,2025-03-21 18:56:00,Running Shoes,1,485.53,534.083,48.553
6062,ERIE,Pennsylvania,1389,2025-03-23 20:51:00,Running Shoes,1,497.13,546.843,49.713
943,HOUSTON,Texas,5031,2025-03-18 23:54:00,Running Shoes,1,497.13,546.843,49.713
5767,HOUSTON,Texas,1391,2025-03-23 15:37:00,Running Shoes,1,497.13,546.843,49.713
1349,GULFPORT,Mississippi,1832,2025-03-19 13:13:00,Running Shoes,1,509.53,560.483,50.953
3872,NEW ORLEANS,Louisiana,3687,2025-03-21 18:43:00,Running Shoes,1,517.53,569.283,51.753
3969,ATLANTA,Georgia,1919,2025-03-21 20:15:00,Running Shoes,1,537.13,590.843,53.713
6767,STOCKTON,California,666,2025-03-24 13:04:00,Running Shoes,1,439.13,483.043,43.913
3476,NAPERVILLE,Illinois,42,2025-03-21 12:33:00,Boots,1,595.93,655.523,59.593
1300,LUBBOCK,Texas,4273,2025-03-19 12:36:00,Boots,1,537.13,590.843,53.713
6440,HUNTSVILLE,Alabama,4382,2025-03-24 09:41:00,Running Shoes,1,485.53,534.083,48.553
2965,SAINT PAUL,Minnesota,2941,2025-03-20 20:13:00,Running Shoes,1,517.13,568.843,51.713
1109,BAKERSFIELD,California,5829,2025-03-19 10:18:00,Running Shoes,1,595.93,655.523,59.593
1610,COLUMBUS,Ohio,4094,2025-03-19 16:36:00,Running Shoes,1,625.13,687.643,62.513
1166,CINCINNATI,Ohio,2410,2025-03-19 11:05:00,Running Shoes,1,555.93,611.523,55.593
4746,COLLEGE STATION,Texas,922,2025-03-22 14:41:00,Running Shoes,1,501.53,551.683,50.153
7093,RALEIGH,North Carolina,3072,2025-03-24 17:22:00,Running Shoes,1,791.13,870.243,79.113
3902,HUNTSVILLE,Alabama,6287,2025-03-21 19:09:00,Running Shoes,1,537.13,590.843,53.713
1521,PROVO,Utah,1801,2025-03-19 15:28:00,Running Shoes,1,517.13,568.843,51.713
465,FLUSHING,New York,1710,2025-03-18 14:09:00,Running Shoes,1,517.13,568.843,51.713
3258,DETROIT,Michigan,3834,2025-03-21 09:00:00,Running Shoes,1,517.13,568.843,51.713
6122,FRESNO,California,3904,2025-03-23 21:38:00,Running Shoes,1,625.13,687.643,62.513
7107,SAGINAW,Michigan,2130,2025-03-24 17:43:00,Running Shoes,1,517.53,569.283,51.753
2370,GREENSBORO,North Carolina,3100,2025-03-20 12:28:00,Running Shoes,1,625.13,687.643,62.513
6565,LOS ANGELES,California,1400,2025-03-24 10:54:00,Running Shoes,1,497.13,546.843,49.713
5143,MOBILE,Alabama,4618,2025-03-22 20:39:00,Flip-Flops,1,517.53,569.283,51.753
7244,GREENSBORO,North Carolina,4149,2025-03-24 19:48:00,Flip-Flops,1,537.13,590.843,53.713
2551,OGDEN,Utah,620,2025-03-20 14:56:00,Flip-Flops,1,507.13,557.843,50.713
5247,MINNEAPOLIS,Minnesota,5684,2025-03-22 22:50:00,Flip-Flops,1,587.93,646.723,58.793
5363,VAN NUYS,California,1619,2025-03-23 08:37:00,Flip-Flops,1,509.53,560.483,50.953
2052,OKLAHOMA CITY,Oklahoma,3173,2025-03-20 01:08:00,Flip-Flops,1,567.13,623.843,56.713
3002,PORT WASHINGTON,New York,6468,2025-03-20 20:49:00,Flip-Flops,1,507.13,557.843,50.713
76,HUNTINGTON,West Virginia,2877,2025-03-18 08:32:00,Jackets,1,619.93,681.923,61.993
1231,WINSTON SALEM,North Carolina,6091,2025-03-19 11:48:00,Running Shoes,1,517.13,568.843,51.713
2485,OLYMPIA,Washington,5948,2025-03-20 14:10:00,Running Shoes,1,532.13,585.343,53.213
160,LEXINGTON,Kentucky,6074,2025-03-18 10:20:00,Running Shoes,1,468.13,514.943,46.813
781,FORT WAYNE,Indiana,4150,2025-03-18 19:55:00,Running Shoes,1,488.13,536.943,48.813
4232,WINSTON SALEM,North Carolina,1340,2025-03-22 08:33:00,Sandals,1,475.13,522.643,47.513
1875,BOSTON,Massachusetts,5768,2025-03-19 20:04:00,Sandals,1,517.13,568.843,51.713
4262,PITTSBURGH,Pennsylvania,2425,2025-03-22 08:57:00,Sandals,1,497.13,546.843,49.713
2703,KATY,Texas,3661,2025-03-20 16:52:00,Sandals,1,535.13,588.643,53.513
4661,GREENVILLE,South Carolina,3539,2025-03-22 13:28:00,Running Shoes,1,517.53,569.283,51.753
5158,NEW ORLEANS,Louisiana,4989,2025-03-22 20:56:00,Running Shoes,1,537.13,590.843,53.713
4730,VANCOUVER,Washington,5298,2025-03-22 14:25:00,Running Shoes,1,527.13,579.843,52.713
1806,AUSTIN,Texas,1953,2025-03-19 19:00:00,Running Shoes,1,517.53,569.283,51.753
1358,WASHINGTON,District of Columbia,2229,2025-03-19 13:21:00,Running Shoes,1,493.53,542.883,49.353
335,MIAMI,Florida,2232,2025-03-18 12:35:00,Running Shoes,1,497.13,546.843,49.713
5893,DAYTON,Ohio,4959,2025-03-23 17:42:00,Running Shoes,1,531.93,585.123,53.193
2498,MANCHESTER,New Hampshire,4475,2025-03-20 14:17:00,Running Shoes,1,497.13,546.843,49.713
2484,MESQUITE,Texas,3300,2025-03-20 14:08:00,Running Shoes,1,517.53,569.283,51.753
4881,HARTFORD,Connecticut,2421,2025-03-22 16:42:00,Running Shoes,1,595.93,655.523,59.593
6412,ABILENE,Texas,4515,2025-03-24 09:22:00,Running Shoes,1,537.13,590.843,53.713
3743,MUSKEGON,Michigan,4469,2025-03-21 16:31:00,Running Shoes,1,517.13,568.843,51.713
5706,NEW YORK CITY,New York,5279,2025-03-23 14:40:00,Running Shoes,1,497.13,546.843,49.713
4011,LAS CRUCES,New Mexico,3416,2025-03-21 20:58:00,Running Shoes,1,517.53,569.283,51.753
5896,NORTH LAS VEGAS,Nevada,5727,2025-03-23 17:43:00,Running Shoes,1,537.13,590.843,53.713
1424,LOS ANGELES,California,1951,2025-03-19 14:06:00,Running Shoes,1,485.53,534.083,48.553
7234,CHARLESTON,West Virginia,5193,2025-03-24 19:37:00,Running Shoes,1,531.93,585.123,53.193
2036,SYRACUSE,New York,2898,2025-03-20 00:01:00,Running Shoes,1,537.13,590.843,53.713
1701,BROOKSVILLE,Florida,5192,2025-03-19 17:42:00,Running Shoes,1,497.13,546.843,49.713
4955,BAKERSFIELD,California,3408,2025-03-22 17:47:00,Running Shoes,1,517.13,568.843,51.713
4846,EL PASO,Texas,504,2025-03-22 16:11:00,Running Shoes,1,563.93,620.323,56.393
3007,TOPEKA,Kansas,1123,2025-03-20 20:54:00,Running Shoes,1,642.33,706.563,64.233
4570,DULUTH,Georgia,5585,2025-03-22 12:20:00,Running Shoes,1,497.13,546.843,49.713
5979,MEMPHIS,Tennessee,3768,2025-03-23 19:20:00,Running Shoes,1,507.13,557.843,50.713
6032,COLUMBIA,South Carolina,1081,2025-03-23 20:23:00,Running Shoes,1,501.53,551.683,50.153
6851,SACRAMENTO,California,1519,2025-03-24 14:03:00,Running Shoes,1,733.13,806.443,73.313
3513,LAKE CHARLES,Louisiana,753,2025-03-21 13:06:00,Running Shoes,1,527.13,579.843,52.713
3484,WASHINGTON,District of Columbia,3175,2025-03-21 12:38:00,Running Shoes,1,505.13,555.643,50.513
213,HOUSTON,Texas,6453,2025-03-18 10:57:00,Running Shoes,1,537.13,590.843,53.713
868,MEMPHIS,Tennessee,2687,2025-03-18 21:40:00,Running Shoes,1,507.13,557.843,50.713
5693,TACOMA,Washington,2119,2025-03-23 14:30:00,Running Shoes,1,507.13,557.843,50.713
2285,RICHMOND,California,5006,2025-03-20 11:28:00,Running Shoes,1,497.13,546.843,49.713
2254,WEST PALM BEACH,Florida,5045,2025-03-20 11:05:00,Running Shoes,1,517.53,569.283,51.753
1210,ANAHEIM,California,6104,2025-03-19 11:35:00,Running Shoes,1,537.13,590.843,53.713
6063,MIAMI,Florida,4821,2025-03-23 20:52:00,Running Shoes,1,531.93,585.123,53.193
708,ATLANTA,Georgia,5257,2025-03-18 17:59:00,Running Shoes,1,517.13,568.843,51.713
5352,PITTSBURGH,Pennsylvania,5360,2025-03-23 08:22:00,Running Shoes,1,509.53,560.483,50.953
5782,INDIANAPOLIS,Indiana,4262,2025-03-23 15:59:00,Running Shoes,1,527.13,579.843,52.713
5001,TRENTON,New Jersey,4191,2025-03-22 18:41:00,Running Shoes,1,537.13,590.843,53.713
4567,WASHINGTON,District of Columbia,6406,2025-03-22 12:19:00,Running Shoes,1,531.93,585.123,53.193
370,SAN ANTONIO,Texas,4965,2025-03-18 13:05:00,Running Shoes,1,507.13,557.843,50.713
3802,SAN JOSE,California,4209,2025-03-21 17:28:00,Running Shoes,1,509.53,560.483,50.953
3061,GARY,Indiana,180,2025-03-20 21:32:00,Running Shoes,1,517.53,569.283,51.753
3442,KANSAS CITY,Missouri,1980,2025-03-21 12:05:00,Running Shoes,1,507.13,557.843,50.713
175,MIDLAND,Texas,2304,2025-03-18 10:28:00,Running Shoes,1,485.53,534.083,48.553
156,PORTLAND,Oregon,5445,2025-03-18 10:15:00,Running Shoes,1,517.53,569.283,51.753
2432,FARGO,North Dakota,5209,2025-03-20 13:22:00,Running Shoes,1,517.13,568.843,51.713
550,AMARILLO,Texas,4013,2025-03-18 15:28:00,Running Shoes,1,487.56,536.316,48.756
817,MORENO VALLEY,California,2015,2025-03-18 20:40:00,Running Shoes,1,537.13,590.843,53.713
7311,LAKELAND,Florida,1970,2025-03-24 20:58:00,Running Shoes,1,509.53,560.483,50.953
2601,FRESNO,California,101,2025-03-20 15:27:00,Running Shoes,1,537.13,590.843,53.713
59,NASHVILLE,Tennessee,4913,2025-03-18 08:00:00,Running Shoes,1,507.13,557.843,50.713
6650,CHICAGO,Illinois,4663,2025-03-24 11:47:00,Running Shoes,1,517.53,569.283,51.753
642,CHARLOTTE,North Carolina,4070,2025-03-18 16:44:00,Running Shoes,1,497.13,546.843,49.713
6357,RICHMOND,Virginia,2912,2025-03-24 08:44:00,Running Shoes,1,537.13,590.843,53.713
3923,SAN FRANCISCO,California,5994,2025-03-21 19:32:00,Running Shoes,1,517.53,569.283,51.753
3909,BEAUMONT,Texas,383,2025-03-21 19:14:00,Running Shoes,1,527.13,579.843,52.713
717,NORTH HOLLYWOOD,California,4027,2025-03-18 18:13:00,Running Shoes,1,509.53,560.483,50.953
3167,MONTGOMERY,Alabama,4812,2025-03-20 23:55:00,Running Shoes,1,537.13,590.843,53.713
4895,NASHVILLE,Tennessee,6088,2025-03-22 16:55:00,Running Shoes,1,517.53,569.283,51.753
536,MADISON,Wisconsin,2308,2025-03-18 15:15:00,Running Shoes,1,537.13,590.843,53.713
236,NEW YORK CITY,New York,521,2025-03-18 11:13:00,Running Shoes,1,537.13,590.843,53.713
167,OMAHA,Nebraska,6154,2025-03-18 10:25:00,Running Shoes,1,532.13,585.343,53.213
5518,PORT CHARLOTTE,Florida,6087,2025-03-23 11:45:00,Running Shoes,1,527.13,579.843,52.713
5874,FALLS CHURCH,Virginia,842,2025-03-23 17:21:00,Running Shoes,1,513.93,565.323,51.393
382,GARDEN GROVE,California,1759,2025-03-18 13:11:00,Running Shoes,1,509.53,560.483,50.953
3665,LEXINGTON,Kentucky,2398,2025-03-21 15:25:00,Running Shoes,1,537.13,590.843,53.713
6633,CINCINNATI,Ohio,4271,2025-03-24 11:38:00,Running Shoes,1,527.13,579.843,52.713
4365,LAS VEGAS,Nevada,4339,2025-03-22 10:08:00,Running Shoes,1,527.13,579.843,52.713
1607,BOSTON,Massachusetts,2395,2025-03-19 16:33:00,Running Shoes,1,509.53,560.483,50.953
4622,CLEVELAND,Ohio,5110,2025-03-22 12:59:00,Running Shoes,1,537.13,590.843,53.713
3721,ROCHESTER,New York,2807,2025-03-21 16:15:00,Running Shoes,1,635.13,698.643,63.513
1904,SCRANTON,Pennsylvania,6297,2025-03-19 20:34:00,Running Shoes,1,537.13,590.843,53.713
3744,DES MOINES,Iowa,6495,2025-03-21 16:35:00,Running Shoes,1,517.53,569.283,51.753
2079,WILMINGTON,Delaware,2046,2025-03-20 08:20:00,Running Shoes,1,517.13,568.843,51.713
879,BROCKTON,Massachusetts,1918,2025-03-18 21:53:00,Running Shoes,1,527.13,579.843,52.713
